primary,grade,disposition,wkt,radius_m
八达岭古长城景区,3A,CONSTRUCTED,"POLYGON ((115.98489466762486 40.337743, 115.98482978341724 40.336422251612525, 115.98463575566478 40.33511422275401, 115.98431445296082 40.33383151045741, 115.983868969626 40.332586467943344, 115.9833035959084 40.33139108565182, 115.98262377666595 40.330256875767795, 115.9818360589296 40.329194761352454, 115.98094802885177 40.32821497114823, 115.97996823864754 40.327326941070396, 115.9789061242322 40.32653922333405, 115.97777191434817 40.32585940409161, 115.97657653205665 40.325294030373996, 115.97533148954258 40.32484854703918, 115.974048777246 40.32452724433521, 115.97274074838748 40.32433321658275, 115.97142 40.32426833237514, 115.97009925161251 40.32433321658275, 115.96879122275399 40.32452724433521, 115.9675085104574 40.32484854703918, 115.96626346794334 40.325294030373996, 115.96506808565182 40.32585940409161, 115.9639338757678 40.32653922333405, 115.96287176135245 40.327326941070396, 115.96189197114822 40.32821497114823, 115.96100394107039 40.329194761352454, 115.96021622333404 40.330256875767795, 115.9595364040916 40.33139108565182, 115.95897103037399 40.332586467943344, 115.95852554703917 40.33383151045741, 115.9582042443352 40.33511422275401, 115.95801021658275 40.336422251612525, 115.95794533237513 40.337743, 115.95801021658275 40.33906374838748, 115.9582042443352 40.340371777246, 115.95852554703917 40.3416544895426, 115.95897103037399 40.34289953205666, 115.9595364040916 40.34409491434818, 115.96021622333404 40.34522912423221, 115.96100394107039 40.34629123864755, 115.96189197114822 40.34727102885178, 115.96287176135245 40.34815905892961, 115.9639338757678 40.348946776665954, 115.96506808565182 40.3496265959084, 115.96626346794334 40.35019196962601, 115.9675085104574 40.350637452960825, 115.96879122275399 40.3509587556648, 115.97009925161251 40.351152783417255, 115.97142 40.351217667624866, 115.97274074838748 40.351152783417255, 115.974048777246 40.3509587556648, 115.97533148954258 40.350637452960825, 115.97657653205665 40.35019196962601, 115.97777191434817 40.3496265959084, 115.9789061242322 40.348946776665954, 115.97996823864754 40.34815905892961, 115.98094802885177 40.34727102885178, 115.9818360589296 40.34629123864755, 115.98262377666595 40.34522912423221, 115.9833035959084 40.34409491434818, 115.983868969626 40.34289953205666, 115.98431445296082 40.3416544895426, 115.98463575566478 40.340371777246, 115.98482978341724 40.33906374838748, 115.98489466762486 40.337743))",1500.0
前门大街景区,3A,CONSTRUCTED,"POLYGON ((116.40124624469998 39.894749, 116.4012289422446 39.89439680043, 116.40117720151062 39.8940479927344, 116.40109152078956 39.893705936121975, 116.4009727252336 39.89337392478489, 116.4008219589089 39.893055156173816, 116.40064067377759 39.89275270020474, 116.40043061571457 39.892469469693985, 116.40019380769381 39.89220819230619, 116.39993253030602 39.89197138428543, 116.39964929979526 39.89176132622241, 116.39934684382618 39.89158004109109, 116.39902807521511 39.891429274766395, 116.39869606387803 39.891310479210446, 116.39835400726561 39.89122479848938, 116.39800519957 39.891173057755395, 116.397653 39.89115575530003, 116.39730080043002 39.891173057755395, 116.3969519927344 39.89122479848938, 116.39660993612198 39.891310479210446, 116.3962779247849 39.891429274766395, 116.39595915617383 39.89158004109109, 116.39565670020475 39.89176132622241, 116.395373469694 39.89197138428543, 116.3951121923062 39.89220819230619, 116.39487538428544 39.892469469693985, 116.39466532622242 39.89275270020474, 116.3944840410911 39.893055156173816, 116.39433327476641 39.89337392478489, 116.39421447921045 39.893705936121975, 116.39412879848939 39.8940479927344, 116.39407705775541 39.89439680043, 116.39405975530003 39.894749, 116.39407705775541 39.89510119956999, 116.39412879848939 39.895450007265595, 116.39421447921045 39.89579206387802, 116.39433327476641 39.896124075215106, 116.3944840410911 39.89644284382618, 116.39466532622242 39.896745299795256, 116.39487538428544 39.89702853030601, 116.3951121923062 39.8972898076938, 116.395373469694 39.89752661571456, 116.39565670020475 39.89773667377759, 116.39595915617383 39.897917958908906, 116.3962779247849 39.8980687252336, 116.39660993612198 39.89818752078955, 116.3969519927344 39.89827320151061, 116.39730080043002 39.8983249422446, 116.397653 39.89834224469996, 116.39800519957 39.8983249422446, 116.39835400726561 39.89827320151061, 116.39869606387803 39.89818752078955, 116.39902807521511 39.8980687252336, 116.39934684382618 39.897917958908906, 116.39964929979526 39.89773667377759, 116.39993253030602 39.89752661571456, 116.40019380769381 39.8972898076938, 116.40043061571457 39.89702853030601, 116.40064067377759 39.896745299795256, 116.4008219589089 39.89644284382618, 116.4009727252336 39.896124075215106, 116.40109152078956 39.89579206387802, 116.40117720151062 39.895450007265595, 116.4012289422446 39.89510119956999, 116.40124624469998 39.894749))",400.0
北京,5A,CONSTRUCTED,"POLYGON ((116.40473824469997 39.902776, 116.4047209422446 39.90242380043001, 116.40466920151061 39.902074992734406, 116.40458352078956 39.90173293612198, 116.4044647252336 39.901400924784895, 116.4043139589089 39.90108215617382, 116.40413267377758 39.900779700204744, 116.40392261571456 39.90049646969399, 116.4036858076938 39.9002351923062, 116.40342453030601 39.89999838428544, 116.40314129979525 39.899788326222414, 116.40283884382617 39.899607041091095, 116.40252007521511 39.8994562747664, 116.40218806387803 39.89933747921045, 116.4018460072656 39.89925179848939, 116.40149719956999 39.8992000577554, 116.401145 39.89918275530004, 116.40079280043001 39.8992000577554, 116.4004439927344 39.89925179848939, 116.40010193612197 39.89933747921045, 116.39976992478489 39.8994562747664, 116.39945115617382 39.899607041091095, 116.39914870020475 39.899788326222414, 116.39886546969399 39.89999838428544, 116.3986041923062 39.9002351923062, 116.39836738428544 39.90049646969399, 116.39815732622242 39.900779700204744, 116.3979760410911 39.90108215617382, 116.3978252747664 39.901400924784895, 116.39770647921044 39.90173293612198, 116.39762079848938 39.902074992734406, 116.3975690577554 39.90242380043001, 116.39755175530003 39.902776, 116.3975690577554 39.90312819957, 116.39762079848938 39.9034770072656, 116.39770647921044 39.903819063878025, 116.3978252747664 39.90415107521511, 116.3979760410911 39.904469843826185, 116.39815732622242 39.90477229979526, 116.39836738428544 39.905055530306015, 116.3986041923062 39.90531680769381, 116.39886546969399 39.90555361571457, 116.39914870020475 39.90576367377759, 116.39945115617382 39.90594495890891, 116.39976992478489 39.906095725233605, 116.40010193612197 39.906214520789554, 116.4004439927344 39.90630020151062, 116.40079280043001 39.906351942244605, 116.401145 39.90636924469997, 116.40149719956999 39.906351942244605, 116.4018460072656 39.90630020151062, 116.40218806387803 39.906214520789554, 116.40252007521511 39.906095725233605, 116.40283884382617 39.90594495890891, 116.40314129979525 39.90576367377759, 116.40342453030601 39.90555361571457, 116.4036858076938 39.90531680769381, 116.40392261571456 39.905055530306015, 116.40413267377758 39.90477229979526, 116.4043139589089 39.904469843826185, 116.4044647252336 39.90415107521511, 116.40458352078956 39.903819063878025, 116.40466920151061 39.9034770072656, 116.4047209422446 39.90312819957, 116.40473824469997 39.902776))",400.0
北京丛海逸园景区,2A,CONSTRUCTED,"POLYGON ((117.02307524469997 40.256624, 117.02305794224459 40.25627180043001, 117.02300620151061 40.255922992734405, 117.02292052078955 40.25558093612198, 117.02280172523359 40.255248924784894, 117.0226509589089 40.25493015617382, 117.02246967377758 40.25462770020474, 117.02225961571456 40.25434446969399, 117.0220228076938 40.2540831923062, 117.02176153030601 40.25384638428544, 117.02147829979525 40.25363632622241, 117.02117584382617 40.253455041091094, 117.0208570752151 40.2533042747664, 117.02052506387803 40.25318547921045, 117.0201830072656 40.25309979848939, 117.01983419956998 40.2530480577554, 117.019482 40.25303075530004, 117.01912980043001 40.2530480577554, 117.01878099273439 40.25309979848939, 117.01843893612197 40.25318547921045, 117.01810692478489 40.2533042747664, 117.01778815617382 40.253455041091094, 117.01748570020474 40.25363632622241, 117.01720246969398 40.25384638428544, 117.01694119230619 40.2540831923062, 117.01670438428543 40.25434446969399, 117.01649432622241 40.25462770020474, 117.0163130410911 40.25493015617382, 117.0161622747664 40.255248924784894, 117.01604347921044 40.25558093612198, 117.01595779848938 40.255922992734405, 117.0159060577554 40.25627180043001, 117.01588875530003 40.256624, 117.0159060577554 40.25697619957, 117.01595779848938 40.2573250072656, 117.01604347921044 40.257667063878024, 117.0161622747664 40.25799907521511, 117.0163130410911 40.258317843826184, 117.01649432622241 40.25862029979526, 117.01670438428543 40.258903530306014, 117.01694119230619 40.25916480769381, 117.01720246969398 40.259401615714566, 117.01748570020474 40.25961167377759, 117.01778815617382 40.25979295890891, 117.01810692478489 40.259943725233605, 117.01843893612197 40.26006252078955, 117.01878099273439 40.26014820151062, 117.01912980043001 40.260199942244604, 117.019482 40.260217244699966, 117.01983419956998 40.260199942244604, 117.0201830072656 40.26014820151062, 117.02052506387803 40.26006252078955, 117.0208570752151 40.259943725233605, 117.02117584382617 40.25979295890891, 117.02147829979525 40.25961167377759, 117.02176153030601 40.259401615714566, 117.0220228076938 40.25916480769381, 117.02225961571456 40.258903530306014, 117.02246967377758 40.25862029979526, 117.0226509589089 40.258317843826184, 117.02280172523359 40.25799907521511, 117.02292052078955 40.257667063878024, 117.02300620151061 40.2573250072656, 117.02305794224459 40.25697619957, 117.02307524469997 40.256624))",400.0
北京二锅头酒博物馆景区,3A,CONSTRUCTED,"POLYGON ((116.66104762234998 40.32515, 116.6610389711223 40.32497390021501, 116.6610131007553 40.3247994963672, 116.66097026039478 40.324628468060986, 116.6609108626168 40.32446246239245, 116.66083547945445 40.32430307808691, 116.6607448368888 40.324151850102375, 116.66063980785728 40.324010234846995, 116.6605214038469 40.3238795961531, 116.66039076515301 40.32376119214272, 116.66024914989762 40.32365616311121, 116.66009792191309 40.32356552054555, 116.65993853760756 40.3234901373832, 116.65977253193901 40.32343073960522, 116.6596015036328 40.32338789924469, 116.65942709978499 40.3233620288777, 116.659251 40.323353377650015, 116.659074900215 40.3233620288777, 116.6589004963672 40.32338789924469, 116.65872946806098 40.32343073960522, 116.65856346239244 40.3234901373832, 116.6584040780869 40.32356552054555, 116.65825285010237 40.32365616311121, 116.65811123484698 40.32376119214272, 116.6579805961531 40.3238795961531, 116.65786219214272 40.324010234846995, 116.6577571631112 40.324151850102375, 116.65766652054555 40.32430307808691, 116.65759113738319 40.32446246239245, 116.65753173960522 40.324628468060986, 116.6574888992447 40.3247994963672, 116.6574630288777 40.32497390021501, 116.65745437765001 40.32515, 116.6574630288777 40.325326099784995, 116.6574888992447 40.3255005036328, 116.65753173960522 40.325671531939015, 116.65759113738319 40.325837537607555, 116.65766652054555 40.32599692191309, 116.6577571631112 40.32614814989763, 116.65786219214272 40.32628976515301, 116.6579805961531 40.3264204038469, 116.65811123484698 40.32653880785728, 116.65825285010237 40.32664383688879, 116.6584040780869 40.32673447945445, 116.65856346239244 40.3268098626168, 116.65872946806098 40.32686926039478, 116.6589004963672 40.32691210075531, 116.659074900215 40.3269379711223, 116.659251 40.326946622349986, 116.65942709978499 40.3269379711223, 116.6596015036328 40.32691210075531, 116.65977253193901 40.32686926039478, 116.65993853760756 40.3268098626168, 116.66009792191309 40.32673447945445, 116.66024914989762 40.32664383688879, 116.66039076515301 40.32653880785728, 116.6605214038469 40.3264204038469, 116.66063980785728 40.32628976515301, 116.6607448368888 40.32614814989763, 116.66083547945445 40.32599692191309, 116.6609108626168 40.325837537607555, 116.66097026039478 40.325671531939015, 116.6610131007553 40.3255005036328, 116.6610389711223 40.325326099784995, 116.66104762234998 40.32515))",200.0
北京云峰山景区,3A,CONSTRUCTED,"POLYGON ((116.9572421117499 40.585974, 116.9571988556115 40.585093501075015, 116.95706950377652 40.584221481836, 116.95685530197387 40.583366340304934, 116.956558313084 40.58253631196222, 116.95618139727226 40.58173939043455, 116.95572818444396 40.58098325051186, 116.9552030392864 40.58027517423496, 116.9546110192345 40.57962198076548, 116.95395782576503 40.57902996071359, 116.95324974948814 40.57850481555603, 116.95249360956545 40.57805160272774, 116.95169668803777 40.577674686916, 116.95086665969505 40.57737769802612, 116.95001151816399 40.57716349622347, 116.94913949892498 40.5770341443885, 116.948259 40.57699088825009, 116.94737850107501 40.5770341443885, 116.946506481836 40.57716349622347, 116.94565134030493 40.57737769802612, 116.94482131196222 40.577674686916, 116.94402439043454 40.57805160272774, 116.94326825051185 40.57850481555603, 116.94256017423496 40.57902996071359, 116.94190698076548 40.57962198076548, 116.94131496071358 40.58027517423496, 116.94078981555603 40.58098325051186, 116.94033660272773 40.58173939043455, 116.93995968691598 40.58253631196222, 116.93966269802611 40.583366340304934, 116.93944849622346 40.584221481836, 116.93931914438849 40.585093501075015, 116.93927588825008 40.585974, 116.93931914438849 40.586854498924986, 116.93944849622346 40.587726518164, 116.93966269802611 40.588581659695066, 116.93995968691598 40.58941168803778, 116.94033660272773 40.59020860956545, 116.94078981555603 40.59096474948814, 116.94131496071358 40.59167282576504, 116.94190698076548 40.59232601923452, 116.94256017423496 40.59291803928641, 116.94326825051185 40.59344318444397, 116.94402439043454 40.59389639727226, 116.94482131196222 40.594273313084, 116.94565134030493 40.59457030197388, 116.946506481836 40.59478450377653, 116.94737850107501 40.5949138556115, 116.948259 40.59495711174991, 116.94913949892498 40.5949138556115, 116.95001151816399 40.59478450377653, 116.95086665969505 40.59457030197388, 116.95169668803777 40.594273313084, 116.95249360956545 40.59389639727226, 116.95324974948814 40.59344318444397, 116.95395782576503 40.59291803928641, 116.9546110192345 40.59232601923452, 116.9552030392864 40.59167282576504, 116.95572818444396 40.59096474948814, 116.95618139727226 40.59020860956545, 116.956558313084 40.58941168803778, 116.95685530197387 40.588581659695066, 116.95706950377652 40.587726518164, 116.9571988556115 40.586854498924986, 116.9572421117499 40.585974))",1000.0
北京京西古道景区,3A,CONSTRUCTED,"POLYGON ((116.04699724469997 39.964807, 116.04697994224459 39.964454800430005, 116.04692820151061 39.9641059927344, 116.04684252078955 39.96376393612198, 116.04672372523359 39.96343192478489, 116.0465729589089 39.96311315617382, 116.04639167377758 39.96281070020474, 116.04618161571456 39.96252746969399, 116.0459448076938 39.962266192306195, 116.04568353030601 39.96202938428544, 116.04540029979525 39.96181932622241, 116.04509784382617 39.96163804109109, 116.0447790752151 39.9614872747664, 116.04444706387802 39.96136847921045, 116.0441050072656 39.961282798489385, 116.04375619956998 39.9612310577554, 116.043404 39.96121375530004, 116.04305180043 39.9612310577554, 116.04270299273439 39.961282798489385, 116.04236093612197 39.96136847921045, 116.04202892478489 39.9614872747664, 116.04171015617382 39.96163804109109, 116.04140770020474 39.96181932622241, 116.04112446969398 39.96202938428544, 116.04086319230619 39.962266192306195, 116.04062638428543 39.96252746969399, 116.04041632622241 39.96281070020474, 116.0402350410911 39.96311315617382, 116.0400842747664 39.96343192478489, 116.03996547921044 39.96376393612198, 116.03987979848938 39.9641059927344, 116.0398280577554 39.964454800430005, 116.03981075530002 39.964807, 116.0398280577554 39.965159199569996, 116.03987979848938 39.9655080072656, 116.03996547921044 39.96585006387802, 116.0400842747664 39.96618207521511, 116.0402350410911 39.96650084382618, 116.04041632622241 39.96680329979526, 116.04062638428543 39.96708653030601, 116.04086319230619 39.967347807693805, 116.04112446969398 39.967584615714564, 116.04140770020474 39.96779467377759, 116.04171015617382 39.96797595890891, 116.04202892478489 39.9681267252336, 116.04236093612197 39.96824552078955, 116.04270299273439 39.968331201510615, 116.04305180043 39.9683829422446, 116.043404 39.968400244699964, 116.04375619956998 39.9683829422446, 116.0441050072656 39.968331201510615, 116.04444706387802 39.96824552078955, 116.0447790752151 39.9681267252336, 116.04509784382617 39.96797595890891, 116.04540029979525 39.96779467377759, 116.04568353030601 39.967584615714564, 116.0459448076938 39.967347807693805, 116.04618161571456 39.96708653030601, 116.04639167377758 39.96680329979526, 116.0465729589089 39.96650084382618, 116.04672372523359 39.96618207521511, 116.04684252078955 39.96585006387802, 116.04692820151061 39.9655080072656, 116.04697994224459 39.965159199569996, 116.04699724469997 39.964807))",400.0
北京凤凰岭景区,4A,CONSTRUCTED,"POLYGON ((116.08222324469997 40.105375, 116.0822059422446 40.10502280043001, 116.08215420151062 40.104673992734405, 116.08206852078956 40.10433193612198, 116.0819497252336 40.103999924784894, 116.0817989589089 40.10368115617382, 116.08161767377759 40.10337870020474, 116.08140761571457 40.10309546969399, 116.08117080769381 40.1028341923062, 116.08090953030602 40.10259738428544, 116.08062629979526 40.10238732622241, 116.08032384382618 40.102206041091094, 116.08000507521511 40.1020552747664, 116.07967306387803 40.10193647921045, 116.07933100726561 40.10185079848939, 116.07898219956999 40.1017990577554, 116.07863 40.10178175530004, 116.07827780043002 40.1017990577554, 116.0779289927344 40.10185079848939, 116.07758693612197 40.10193647921045, 116.0772549247849 40.1020552747664, 116.07693615617383 40.102206041091094, 116.07663370020475 40.10238732622241, 116.07635046969399 40.10259738428544, 116.0760891923062 40.1028341923062, 116.07585238428544 40.10309546969399, 116.07564232622242 40.10337870020474, 116.0754610410911 40.10368115617382, 116.07531027476641 40.103999924784894, 116.07519147921045 40.10433193612198, 116.07510579848939 40.104673992734405, 116.07505405775541 40.10502280043001, 116.07503675530003 40.105375, 116.07505405775541 40.10572719957, 116.07510579848939 40.1060760072656, 116.07519147921045 40.106418063878024, 116.07531027476641 40.10675007521511, 116.0754610410911 40.107068843826184, 116.07564232622242 40.10737129979526, 116.07585238428544 40.107654530306014, 116.0760891923062 40.10791580769381, 116.07635046969399 40.108152615714566, 116.07663370020475 40.10836267377759, 116.07693615617383 40.10854395890891, 116.0772549247849 40.108694725233605, 116.07758693612197 40.10881352078955, 116.0779289927344 40.10889920151062, 116.07827780043002 40.108950942244604, 116.07863 40.108968244699966, 116.07898219956999 40.108950942244604, 116.07933100726561 40.10889920151062, 116.07967306387803 40.10881352078955, 116.08000507521511 40.108694725233605, 116.08032384382618 40.10854395890891, 116.08062629979526 40.10836267377759, 116.08090953030602 40.108152615714566, 116.08117080769381 40.10791580769381, 116.08140761571457 40.107654530306014, 116.08161767377759 40.10737129979526, 116.0817989589089 40.107068843826184, 116.0819497252336 40.10675007521511, 116.08206852078956 40.106418063878024, 116.08215420151062 40.1060760072656, 116.0822059422446 40.10572719957, 116.08222324469997 40.105375))",400.0
北京十渡风景区,4A,CONSTRUCTED,"POLYGON ((115.61365611174992 39.639638, 115.6136128556115 39.63875750107501, 115.61348350377654 39.637885481836, 115.61326930197389 39.63703034030493, 115.61297231308401 39.63620031196222, 115.61259539727227 39.63540339043455, 115.61214218444397 39.63464725051186, 115.61161703928641 39.63393917423496, 115.61102501923452 39.63328598076548, 115.61037182576504 39.63269396071359, 115.60966374948815 39.63216881555603, 115.60890760956546 39.63171560272774, 115.60811068803778 39.631338686915996, 115.60728065969506 39.63104169802612, 115.606425518164 39.63082749622347, 115.60555349892499 39.6306981443885, 115.604673 39.630654888250085, 115.60379250107502 39.6306981443885, 115.60292048183601 39.63082749622347, 115.60206534030495 39.63104169802612, 115.60123531196223 39.631338686915996, 115.60043839043455 39.63171560272774, 115.59968225051186 39.63216881555603, 115.59897417423497 39.63269396071359, 115.5983209807655 39.63328598076548, 115.5977289607136 39.63393917423496, 115.59720381555604 39.63464725051186, 115.59675060272774 39.63540339043455, 115.596373686916 39.63620031196222, 115.59607669802612 39.63703034030493, 115.59586249622348 39.637885481836, 115.5957331443885 39.63875750107501, 115.59568988825009 39.639638, 115.5957331443885 39.64051849892498, 115.59586249622348 39.641390518163995, 115.59607669802612 39.642245659695064, 115.596373686916 39.643075688037776, 115.59675060272774 39.64387260956545, 115.59720381555604 39.644628749488135, 115.5977289607136 39.645336825765035, 115.5983209807655 39.64599001923452, 115.59897417423497 39.64658203928641, 115.59968225051186 39.64710718444397, 115.60043839043455 39.64756039727226, 115.60123531196223 39.647937313084, 115.60206534030495 39.64823430197388, 115.60292048183601 39.64844850377653, 115.60379250107502 39.6485778556115, 115.604673 39.64862111174991, 115.60555349892499 39.6485778556115, 115.606425518164 39.64844850377653, 115.60728065969506 39.64823430197388, 115.60811068803778 39.647937313084, 115.60890760956546 39.64756039727226, 115.60966374948815 39.64710718444397, 115.61037182576504 39.64658203928641, 115.61102501923452 39.64599001923452, 115.61161703928641 39.645336825765035, 115.61214218444397 39.644628749488135, 115.61259539727227 39.64387260956545, 115.61297231308401 39.643075688037776, 115.61326930197389 39.642245659695064, 115.61348350377654 39.641390518163995, 115.6136128556115 39.64051849892498, 115.61365611174992 39.639638))",1000.0
北京南海子麋鹿苑博物馆景区,3A,CONSTRUCTED,"POLYGON ((116.45416762234998 39.7761, 116.4541589711223 39.775923900215005, 116.4541331007553 39.7757494963672, 116.45409026039478 39.775578468060985, 116.4540308626168 39.775412462392445, 116.45395547945445 39.77525307808691, 116.4538648368888 39.775101850102374, 116.45375980785728 39.77496023484699, 116.4536414038469 39.7748295961531, 116.45351076515301 39.77471119214272, 116.45336914989763 39.77460616311121, 116.4532179219131 39.77451552054555, 116.45305853760756 39.7744401373832, 116.45289253193901 39.77438073960522, 116.4527215036328 39.77433789924469, 116.452547099785 39.7743120288777, 116.452371 39.774303377650014, 116.452194900215 39.7743120288777, 116.4520204963672 39.77433789924469, 116.45184946806098 39.77438073960522, 116.45168346239244 39.7744401373832, 116.4515240780869 39.77451552054555, 116.45137285010237 39.77460616311121, 116.45123123484699 39.77471119214272, 116.4511005961531 39.7748295961531, 116.45098219214272 39.77496023484699, 116.4508771631112 39.775101850102374, 116.45078652054555 39.77525307808691, 116.4507111373832 39.775412462392445, 116.45065173960522 39.775578468060985, 116.4506088992447 39.7757494963672, 116.4505830288777 39.775923900215005, 116.45057437765001 39.7761, 116.4505830288777 39.776276099784994, 116.4506088992447 39.7764505036328, 116.45065173960522 39.776621531939014, 116.4507111373832 39.776787537607554, 116.45078652054555 39.77694692191309, 116.4508771631112 39.777098149897625, 116.45098219214272 39.777239765153006, 116.4511005961531 39.7773704038469, 116.45123123484699 39.77748880785728, 116.45137285010237 39.77759383688879, 116.4515240780869 39.77768447945445, 116.45168346239244 39.7777598626168, 116.45184946806098 39.77781926039478, 116.4520204963672 39.77786210075531, 116.452194900215 39.7778879711223, 116.452371 39.777896622349985, 116.452547099785 39.7778879711223, 116.4527215036328 39.77786210075531, 116.45289253193901 39.77781926039478, 116.45305853760756 39.7777598626168, 116.4532179219131 39.77768447945445, 116.45336914989763 39.77759383688879, 116.45351076515301 39.77748880785728, 116.4536414038469 39.7773704038469, 116.45375980785728 39.777239765153006, 116.4538648368888 39.777098149897625, 116.45395547945445 39.77694692191309, 116.4540308626168 39.776787537607554, 116.45409026039478 39.776621531939014, 116.4541331007553 39.7764505036328, 116.4541589711223 39.776276099784994, 116.45416762234998 39.7761))",200.0
