primary,grade,osm_name,osm_fclass,layer,score,dist_km,disposition,wkt
北京市朝阳区团结湖公园景区,3A,团结湖公园,park,landuse,0.57,0.0,OSM_MATCH,"POLYGON ((116.455958 39.9247456, 116.4559687 39.9255519, 116.4566819 39.9255519, 116.4567892 39.9258481, 116.4568697 39.9258623, 116.4568697 39.9260003, 116.458361 39.9260063, 116.458361 39.9261443, 116.4583878 39.926424, 116.4586399 39.926393, 116.4598899 39.9258399, 116.4599006 39.9251693, 116.4602654 39.9251794, 116.4602761 39.925231, 116.4607321 39.9252393, 116.4607321 39.9251801, 116.4607321 39.9241285, 116.4605443 39.9241285, 116.4605443 39.9238959, 116.4603029 39.9239082, 116.4602385 39.9238835, 116.4600615 39.9237089, 116.4598469 39.9235114, 116.4598308 39.9234086, 116.4596324 39.9232687, 116.4594714 39.9231636, 116.4590798 39.9231636, 116.4588277 39.9230918, 116.458597 39.9231, 116.4585434 39.9230301, 116.4582108 39.9230506, 116.4580338 39.9228861, 116.4580391 39.9227316, 116.4579587 39.9226475, 116.4579694 39.9225899, 116.4578889 39.9225899, 116.4578782 39.9225158, 116.4565585 39.922557, 116.4566122 39.9234145, 116.4565317 39.9236266, 116.456521 39.9237231, 116.4564674 39.9237231, 116.4564781 39.9240915, 116.4562262 39.9240915, 116.4562155 39.924437, 116.4562691 39.9244288, 116.4562689 39.9245541, 116.4562635 39.9247392, 116.455958 39.9247456))"
北京市朝阳区大望京公园景区,3A,大望京公园,park,landuse,0.57,0.0,OSM_MATCH,"POLYGON ((116.4836034 40.0028271, 116.4836455 40.0029262, 116.484964 40.0027269, 116.4875008 40.0024495, 116.4890715 40.002228, 116.4900087 40.0012438, 116.4900786 40.0008703, 116.4903789 40.0007484, 116.4903468 40.000492, 116.490578 40.0003755, 116.4906339 40.0001483, 116.4906243 39.9999222, 116.4905393 39.9995595, 116.4905817 39.9984844, 116.4904665 39.9977869, 116.4903438 39.9973319, 116.4901557 39.9967348, 116.4896348 39.9957934, 116.4894127 39.9953977, 116.4890853 39.9950074, 116.4882114 39.994131, 116.4870204 39.992915, 116.4869319 39.9929134, 116.486256 39.9935895, 116.4870213 39.9943337, 116.4874754 39.9951119, 116.4877474 39.9956777, 116.4878276 39.9962632, 116.4878842 39.9969922, 116.4877439 39.9978541, 116.4878549 39.9980644, 116.4874926 39.9988461, 116.4873248 39.9987896, 116.4868407 39.9994884, 116.4861364 40.0002194, 116.4862436 40.0002895, 116.4854201 40.0010766, 116.4853499 40.0010356, 116.4845962 40.0017808, 116.4836034 40.0028271))"
北京市朝阳区红领巾公园景区,3A,红领巾公园,park,landuse,0.57,0.0,OSM_MATCH,"POLYGON ((116.4842792 39.9239392, 116.4842792 39.9240071, 116.4842792 39.9242272, 116.4843141 39.9267366, 116.4843811 39.9267428, 116.4843731 39.9270554, 116.4843543 39.9270863, 116.4842964 39.9271299, 116.484309 39.9286223, 116.4845689 39.9284109, 116.4845743 39.9283183, 116.484703 39.9278041, 116.4847567 39.9277794, 116.4857705 39.9279481, 116.4858456 39.9279461, 116.485918 39.9279152, 116.4861273 39.9277301, 116.4864572 39.9277774, 116.4866905 39.9275943, 116.4871921 39.9277116, 116.4874308 39.9276972, 116.488155 39.9270637, 116.488206 39.9269711, 116.4881657 39.9263952, 116.4882006 39.9263396, 116.4888229 39.9263643, 116.4888411 39.9259882, 116.4888631 39.9255313, 116.4889436 39.9255251, 116.4889226 39.9242911, 116.4889221 39.9242621, 116.4889892 39.9242313, 116.489311 39.9242333, 116.4893058 39.9242873, 116.4896329 39.9242827, 116.4896195 39.9237067, 116.4898609 39.923717, 116.4898609 39.9232419, 116.4895873 39.9230197, 116.4889488 39.9225075, 116.4886538 39.9224623, 116.4886908 39.9219809, 116.4872404 39.9219912, 116.4872404 39.9220591, 116.4872216 39.9220591, 116.4871989 39.9227118, 116.486653 39.9227543, 116.4866449 39.9227029, 116.4862614 39.922707, 116.4862506 39.9228305, 116.4862548 39.9230882, 116.4862292 39.9230938, 116.4862575 39.9233803, 116.4862292 39.9233941, 116.4862763 39.9239398, 116.4861434 39.9239453, 116.4861487 39.9240852, 116.4862775 39.9243321, 116.4853789 39.9245583, 116.4852502 39.9242374, 116.4848747 39.924079, 116.4847352 39.9240009, 116.4846267 39.9238904, 116.4845153 39.9237396, 116.4844536 39.9237376, 116.4844804 39.9234661, 116.4844187 39.9234702, 116.4843811 39.9234887, 116.4843275 39.9236471, 116.4842873 39.9237767, 116.4842792 39.9239392))"
北京市欢乐谷景区,4A,北京欢乐谷,theme_park,poi,0.67,0.0,OSM_MATCH,"POLYGON ((116.4825293 39.8644923, 116.4827288 39.8655566, 116.4830265 39.8658296, 116.4831521 39.8665785, 116.4834831 39.8672092, 116.483785 39.8675857, 116.4858761 39.8689147, 116.487052 39.8694154, 116.4934893 39.8692837, 116.4936738 39.8669127, 116.4937253 39.8642973, 116.4935657 39.8643393, 116.4931174 39.8643685, 116.4923505 39.8643751, 116.4863653 39.8644263, 116.4840478 39.8643275, 116.4825293 39.8644923))"
北京市玉渊潭公园景区,4A,玉渊潭公园,park,landuse,0.73,0.0,OSM_MATCH,"POLYGON ((116.3045761 39.9138475, 116.3045761 39.9183042, 116.3045996 39.9201053, 116.3053853 39.9201061, 116.3054156 39.9186003, 116.3062562 39.9186027, 116.3063533 39.9190332, 116.3064352 39.9190332, 116.3067417 39.919231, 116.3073547 39.9193777, 116.307969 39.9193357, 116.3079369 39.9188463, 116.3102409 39.9187321, 116.3102409 39.9192061, 116.3133167 39.918654, 116.3132736 39.9184588, 116.3165495 39.9180738, 116.3195702 39.9180798, 116.3206377 39.9183144, 116.3212464 39.9176201, 116.3229301 39.9177125, 116.3230137 39.9166589, 116.3234827 39.9160834, 116.3234944 39.9155349, 116.3237166 39.9145827, 116.3238464 39.914173, 116.3242319 39.9136286, 116.3243166 39.913418, 116.3245153 39.913258, 116.325402 39.9127922, 116.3256065 39.9127994, 116.3266634 39.9120946, 116.3281312 39.912084, 116.3281113 39.9117351, 116.326626 39.9117464, 116.3250991 39.9127781, 116.3236915 39.9132319, 116.3199652 39.9132448, 116.3189832 39.9132168, 116.3186024 39.9130901, 116.3170312 39.9121214, 116.3167972 39.9120015, 116.3164275 39.911965, 116.3157341 39.9121358, 116.3147174 39.9120057, 116.3145253 39.9120154, 116.3136976 39.9121083, 116.3134263 39.9117905, 116.3130036 39.9115208, 116.3126022 39.9114521, 116.311273 39.911681, 116.3106825 39.9116294, 116.3094999 39.9119357, 116.3091083 39.9122433, 116.3053172 39.9129769, 116.3048897 39.9137106, 116.3045761 39.9138475))"
北京市陶然亭公园景区,4A,陶然亭公园,park,landuse,0.73,0.0,OSM_MATCH,"POLYGON ((116.3688951 39.8714208, 116.3694404 39.8714216, 116.3694535 39.8717496, 116.3701573 39.8718023, 116.3702947 39.8720263, 116.3712216 39.8720526, 116.371359 39.8721383, 116.3713246 39.8735089, 116.3730922 39.8735537, 116.3729876 39.8742808, 116.3731099 39.8748588, 116.3736592 39.8748785, 116.373685 39.8751025, 116.3736421 39.875939, 116.3737451 39.876051, 116.3740434 39.876056, 116.374039 39.8761608, 116.3741766 39.8761663, 116.3741768 39.8763871, 116.3743205 39.8763896, 116.3742686 39.8768382, 116.3743918 39.8769253, 116.3745385 39.8769318, 116.3746077 39.8770668, 116.3745978 39.8773274, 116.3756226 39.8773395, 116.3756421 39.8771136, 116.3757383 39.8771224, 116.3765311 39.8771915, 116.3765002 39.8766834, 116.3770115 39.8766525, 116.3770134 39.875925, 116.3767577 39.8759325, 116.3767835 39.8757151, 116.3771354 39.8756887, 116.377666 39.8754619, 116.3777708 39.8753377, 116.3790752 39.8752869, 116.3792666 39.8759192, 116.3793787 39.87674, 116.3797984 39.8766571, 116.3804482 39.8765648, 116.3809826 39.8765603, 116.3810305 39.8752707, 116.3810382 39.874896, 116.380742 39.8748933, 116.380753 39.8747381, 116.3807571 39.8744879, 116.3810531 39.8744953, 116.3811872 39.8724497, 116.381295 39.8710058, 116.3812902 39.8709456, 116.3812724 39.8708978, 116.381225 39.8708581, 116.3812005 39.8708486, 116.3811573 39.8708319, 116.3791181 39.870756, 116.3787967 39.8707277, 116.3780056 39.8704623, 116.3747041 39.8702081, 116.3746829 39.8703723, 116.374172 39.8703431, 116.3732161 39.8702856, 116.3732418 39.8700977, 116.3694607 39.8697767, 116.3694186 39.8700963, 116.3692483 39.8700888, 116.3690674 39.8701623, 116.3690642 39.8705057, 116.3691895 39.870591, 116.3690507 39.8709137, 116.3689175 39.8709123, 116.3688986 39.8713421, 116.3688969 39.8713801, 116.3688951 39.8714208))"
北京幽谷神潭自然风景区,3A,幽谷神潭,theme_park,poi,0.6,0.41,OSM_MATCH,"POLYGON ((116.666119 40.5277097, 116.6665802 40.5290087, 116.6666686 40.5294361, 116.6668171 40.5299019, 116.667351 40.5299979, 116.6676668 40.5296089, 116.6686114 40.5296065, 116.6686019 40.5294361, 116.6680364 40.5293112, 116.6678311 40.528783, 116.66761 40.5284349, 116.6672973 40.5279234, 116.666735 40.5275945, 116.666119 40.5277097))"
北京月坛公园,3A,月坛公园,park,landuse,0.75,0.0,OSM_MATCH,"POLYGON ((116.3444479 39.9140403, 116.3446088 39.9141596, 116.344582 39.9146164, 116.3446625 39.9147274, 116.3448717 39.9148242, 116.3448994 39.9149002, 116.3448846 39.9156681, 116.3448657 39.9158312, 116.344832 39.9167622, 116.3461183 39.9167986, 116.3463831 39.9167951, 116.346414 39.9165769, 116.3471562 39.9165899, 116.3473298 39.9149536, 116.3472471 39.914277, 116.3472228 39.9142222, 116.3470052 39.9137319, 116.3466973 39.9137841, 116.3466205 39.9136906, 116.3466009 39.9136154, 116.34654 39.9136247, 116.3444755 39.9136048, 116.3444479 39.9140403))"
北京汽车博物馆景区,4A,北京汽车博物馆,museum,poi,1.0,0.01,OSM_MATCH,"POLYGON ((116.2956547 39.8274868, 116.2956586 39.8275841, 116.2956728 39.8276486, 116.2957065 39.827742, 116.295784 39.8278472, 116.2958577 39.8279425, 116.29589 39.8280497, 116.2958874 39.8281947, 116.2958823 39.8284231, 116.2960219 39.8284241, 116.2960943 39.8282543, 116.2961745 39.8281351, 116.2963037 39.8280358, 116.2964201 39.8279564, 116.2965507 39.8278542, 116.2966244 39.8277757, 116.29668 39.8276774, 116.2966968 39.8275652, 116.29668 39.827456, 116.2966308 39.8273478, 116.2965558 39.8272515, 116.2964266 39.8271383, 116.2962999 39.8270331, 116.2961473 39.8269209, 116.2960452 39.8268017, 116.295965 39.8266389, 116.295806 39.8266389, 116.2958797 39.8268514, 116.2958952 39.8269546, 116.2958939 39.827041, 116.29585 39.8271592, 116.2957672 39.8272733, 116.2956845 39.8273756, 116.2956547 39.8274868))"
北京湖广会馆大戏楼景区,3A,北京湖广会馆,attraction,poi,0.77,0.0,OSM_MATCH,"POLYGON ((116.3774043 39.8871807, 116.3774177 39.8875425, 116.3774214 39.8876432, 116.3774261 39.8877684, 116.3775988 39.8877637, 116.3775992 39.8877706, 116.3779018 39.8877631, 116.3778933 39.8875294, 116.3779117 39.8875288, 116.3779072 39.8874412, 116.3779363 39.8874404, 116.3779324 39.8873905, 116.3779047 39.8873911, 116.3779034 39.8873649, 116.3778861 39.8873649, 116.3778818 39.8872968, 116.3778917 39.8872966, 116.3778903 39.8872679, 116.3778805 39.8872682, 116.3778794 39.8872544, 116.3778826 39.8872544, 116.3778809 39.8872185, 116.3778214 39.8872202, 116.3778215 39.8871654, 116.3777426 39.8871628, 116.3777358 39.8871902, 116.3774043 39.8871807))"
北京焦庄户地道战遗址纪念馆景区,3A,焦庄户地道战遗址纪念馆,museum,poi,0.91,0.0,OSM_MATCH,"POLYGON ((116.8632191 40.2329256, 116.8641378 40.2331672, 116.8643577 40.232342, 116.8636563 40.2321833, 116.8634941 40.2322642, 116.8632191 40.2329256))"
北京石景山游乐园景区,4A,北京石景山游乐园,theme_park,poi,1.0,0.0,OSM_MATCH,"POLYGON ((116.1991603 39.9063245, 116.2002654 39.907559, 116.2002792 39.9080022, 116.2003088 39.9081271, 116.2003373 39.9083325, 116.2004195 39.9085047, 116.2004425 39.908966, 116.2004401 39.9093784, 116.2004692 39.9102419, 116.2007257 39.9153778, 116.2029443 39.9153535, 116.2035938 39.9153464, 116.2046788 39.9153345, 116.2047071 39.9127107, 116.2045783 39.9097975, 116.2045891 39.9064562, 116.204514 39.9063492, 116.2044281 39.9062916, 116.2014398 39.9063103, 116.1991603 39.9063245))"
北京莱恩堡国际酒庄景区,3A,北京莱恩堡国际酒庄,park,landuse,1.0,0.0,OSM_MATCH,"POLYGON ((116.1984381 39.7829452, 116.1993443 39.7864319, 116.1994698 39.7864428, 116.1994593 39.7879883, 116.2040526 39.788359, 116.2042343 39.7883737, 116.2041749 39.7900788, 116.2064474 39.7903105, 116.2084358 39.7855113, 116.2093695 39.7827635, 116.2056093 39.7820976, 116.2026977 39.782027, 116.1985176 39.7820384, 116.1984381 39.7829452))"
北京野生动物园景区,4A,北京野生动物园,zoo,poi,1.0,0.0,OSM_MATCH,"POLYGON ((116.3167983 39.4951267, 116.3169988 39.4969991, 116.3216328 39.4969727, 116.3216408 39.4970649, 116.3218036 39.4989491, 116.3232753 39.4989051, 116.3234542 39.5008062, 116.3331243 39.5008341, 116.3398436 39.5008535, 116.3383442 39.4901667, 116.3379099 39.4901919, 116.3378819 39.4886674, 116.317833 39.4905374, 116.3180302 39.4926108, 116.3189548 39.4925104, 116.3190326 39.4931419, 116.3192499 39.4949073, 116.3167983 39.4951267))"
北京青龙湖公园景区,3A,青龙湖公园,park,landuse,0.8,0.0,OSM_MATCH,"POLYGON ((116.0788495 39.8001283, 116.078935 39.8001681, 116.0794071 39.8003453, 116.0797236 39.8004195, 116.0801423 39.800469, 116.0804907 39.8005102, 116.0827223 39.800708, 116.0833124 39.8006709, 116.0837147 39.7980511, 116.0842619 39.7973051, 116.0847606 39.7949347, 116.0848831 39.7943523, 116.0851031 39.793434, 116.0850816 39.7932774, 116.0846847 39.7929352, 116.0848992 39.792387, 116.0854517 39.7924076, 116.0854203 39.7915741, 116.0851444 39.7915745, 116.0852123 39.7907558, 116.0855805 39.7907858, 116.0856556 39.7902334, 116.0855322 39.7902293, 116.0855537 39.7899119, 116.0838356 39.7905055, 116.0838142 39.7906497, 116.0831651 39.7906539, 116.082375 39.7907774, 116.0822667 39.7908277, 116.081987 39.7908381, 116.0818427 39.7908987, 116.0817773 39.7909906, 116.0804783 39.7915761, 116.0798486 39.792025, 116.0798343 39.7921256, 116.0801529 39.7927522, 116.0800846 39.792833, 116.0795991 39.7929233, 116.0794968 39.7932907, 116.0791709 39.7935904, 116.0791771 39.7936762, 116.0792985 39.7937156, 116.0793838 39.7941804, 116.0794957 39.794332, 116.0795393 39.7943451, 116.0799287 39.7950885, 116.0799078 39.7952823, 116.0799818 39.7954453, 116.0799685 39.7956508, 116.0801164 39.7962461, 116.0801639 39.7967372, 116.0801733 39.7969145, 116.080327 39.7973036, 116.080272 39.7974408, 116.0798054 39.79769, 116.0794944 39.7977659, 116.0793274 39.7980224, 116.0788495 39.8001283))"
北小河公园景区,3A,北小河公园,park,landuse,1.0,0.0,OSM_MATCH,"POLYGON ((116.4455622 40.001221, 116.4456795 40.0017228, 116.4461119 40.0029474, 116.4471311 40.0060128, 116.447453 40.0061771, 116.4480935 40.0063004, 116.4478954 40.0058205, 116.4489395 40.0059987, 116.4493488 40.0057662, 116.4498638 40.0057662, 116.450379 40.0057507, 116.4503746 40.0059114, 116.4508094 40.0058996, 116.4507757 40.0045746, 116.4501795 40.0045588, 116.4501975 40.0040882, 116.4500262 40.0040923, 116.4500247 40.0036952, 116.4514227 40.003687, 116.4514037 40.0033563, 116.4513875 40.0030757, 116.4506807 40.0031137, 116.4506433 40.0030595, 116.4506315 40.0027736, 116.4508532 40.0024803, 116.4507745 40.0024429, 116.450045 40.0020648, 116.4492135 40.0017977, 116.4485 40.0016169, 116.4472072 40.001358, 116.4467351 40.0012676, 116.4464025 40.0011937, 116.4462094 40.0012019, 116.4460056 40.001243, 116.4457695 40.0012389, 116.4455622 40.001221))"
南宫旅游景区,4A,北京南宫旅游景区,park,landuse,0.75,0.22,OSM_MATCH,"POLYGON ((116.1389285 39.7937172, 116.1414441 39.7946527, 116.1419133 39.7949136, 116.1419104 39.7949534, 116.1440375 39.7966784, 116.1449441 39.7962309, 116.1455613 39.7959263, 116.1460457 39.7947941, 116.1466019 39.7905113, 116.1440051 39.7902907, 116.1434352 39.7902465, 116.1434611 39.7901713, 116.1415384 39.7898794, 116.1402962 39.7898399, 116.1402804 39.7900257, 116.1397133 39.7923568, 116.1396788 39.7924386, 116.1391693 39.7927925, 116.1389285 39.7937172))"
南苑森林湿地公园,3A,南苑森林湿地公园,park,landuse,1.0,0.0,OSM_MATCH,"POLYGON ((116.3596614 39.8187097, 116.3605909 39.8210124, 116.3606868 39.8210934, 116.3659398 39.8212116, 116.3675985 39.8212621, 116.3707602 39.8215259, 116.3718191 39.8215309, 116.3736111 39.8214734, 116.3768584 39.8214581, 116.3780979 39.8214832, 116.3781311 39.8211453, 116.3785229 39.820854, 116.3793598 39.8207268, 116.3815093 39.8202193, 116.3843827 39.8195741, 116.3843061 39.8193263, 116.3802792 39.8161229, 116.3802949 39.8159964, 116.3805908 39.8159393, 116.3813803 39.8159962, 116.3833613 39.8157901, 116.3839399 39.8144102, 116.3842625 39.8136409, 116.3830094 39.8131794, 116.3830265 39.8129288, 116.380649 39.8124937, 116.3805718 39.812375, 116.3805718 39.8119531, 116.3805031 39.8116762, 116.3796791 39.8113663, 116.3796191 39.8111289, 116.3806935 39.8101469, 116.3830621 39.8108739, 116.3833135 39.81088, 116.3833038 39.8102008, 116.3831488 39.810173, 116.3829454 39.8099082, 116.3827282 39.8093122, 116.384146 39.8071546, 116.3846167 39.807056, 116.3844799 39.8065885, 116.3839205 39.8067094, 116.3810272 39.8065145, 116.3808601 39.8065428, 116.3807249 39.8066103, 116.3784897 39.809368, 116.3778343 39.8090684, 116.3792048 39.8075615, 116.3790151 39.8074357, 116.37933 39.8069425, 116.3791331 39.8068434, 116.3795535 39.8064109, 116.3798012 39.8062227, 116.3800745 39.8061114, 116.3803173 39.8055521, 116.3798818 39.8046622, 116.3795923 39.8043863, 116.3786358 39.8035725, 116.3779371 39.803182, 116.3772117 39.8029827, 116.3763826 39.8028952, 116.375688 39.802913, 116.3753979 39.8031274, 116.3747724 39.8037054, 116.3716939 39.8067902, 116.3721773 39.8074813, 116.3723009 39.8074428, 116.3725434 39.8078533, 116.3726051 39.8080296, 116.3729288 39.8082943, 116.3733311 39.8085884, 116.3741813 39.8091496, 116.374341 39.8092934, 116.3744619 39.8092866, 116.3744506 39.8091648, 116.3751308 39.8091657, 116.3751713 39.8094456, 116.3756034 39.8094683, 116.3757597 39.8097971, 116.3767584 39.8097099, 116.3770569 39.8100274, 116.3771482 39.8099723, 116.3776209 39.810377, 116.3770871 39.8108125, 116.3765892 39.8109905, 116.3762717 39.8111026, 116.3759499 39.8116436, 116.3754489 39.8123897, 116.3749979 39.8131263, 116.374599 39.8133983, 116.3735757 39.8139511, 116.3720811 39.8152998, 116.3711025 39.8157374, 116.3712233 39.8159281, 116.3722166 39.8155614, 116.3727374 39.8161695, 116.3743222 39.8180198, 116.3719037 39.8192108, 116.3716512 39.8192487, 116.3711454 39.8172845, 116.3709702 39.8173002, 116.3709237 39.81737, 116.3708062 39.8174888, 116.3705819 39.8175733, 116.3680926 39.817894, 116.3644669 39.8179101, 116.3642641 39.817906, 116.3639606 39.8178186, 116.3637849 39.8177142, 116.3635437 39.8175121, 116.3633686 39.8174381, 116.3631623 39.817433, 116.3623262 39.8175592, 116.3619684 39.8178457, 116.3618041 39.8179139, 116.3610797 39.8178555, 116.3608773 39.817933, 116.3596614 39.8187097))"
圆明园遗址公园景区,5A,圆明园遗址公园,park,landuse,1.0,0.0,OSM_MATCH,"POLYGON ((116.2816412 40.0119641, 116.2927305 40.0128648, 116.3026697 40.0136207, 116.3029443 40.0123257, 116.305588 40.0125533, 116.3055596 40.0128018, 116.3069396 40.0129242, 116.3069928 40.0126852, 116.3117248 40.0130817, 116.3119459 40.0113507, 116.3126654 40.0057173, 116.3126069 40.005545, 116.3124873 40.0053937, 116.3123215 40.005281, 116.311996 40.0051921, 116.3097454 40.0051548, 116.3072629 40.0049228, 116.3072468 40.0051376, 116.3068925 40.005127, 116.3069747 40.0048279, 116.3073466 40.0047136, 116.3074427 40.0031243, 116.3076022 40.0026935, 116.3083167 40.0004025, 116.3071281 40.0002864, 116.3075022 39.9992732, 116.3075427 39.9991178, 116.3073372 39.9990827, 116.3072869 39.9992264, 116.3070555 39.9991851, 116.3069887 39.9993967, 116.3068058 39.9993613, 116.3067896 39.9993994, 116.306561 39.999353, 116.3064403 39.9993288, 116.3063207 39.9993029, 116.306091 39.9992529, 116.3061055 39.9992015, 116.305928 39.999164, 116.3059801 39.9989825, 116.3058175 39.9989487, 116.3058422 39.9988827, 116.3057219 39.9988566, 116.3041355 39.99862, 116.3040742 39.9985465, 116.3038605 39.9986275, 116.3034946 39.9985825, 116.3031193 39.9985363, 116.3025893 39.9982956, 116.3018222 39.997746, 116.301051 39.9970006, 116.300757 39.9968245, 116.3003763 39.9966817, 116.2982846 39.9965414, 116.2981573 39.9966778, 116.2980475 39.9968489, 116.297957 39.9969893, 116.2978668 39.9980408, 116.297815 39.9985866, 116.2980001 39.9985902, 116.2979814 39.9991518, 116.2989183 39.999236, 116.2991604 39.9994591, 116.2995328 39.999504, 116.2999689 39.9998477, 116.3000409 39.9998918, 116.3000912 39.9999304, 116.3001243 39.9999862, 116.3001965 40.0001078, 116.3002511 40.00024, 116.3002899 40.0003011, 116.3003375 40.0003454, 116.300406 40.000395, 116.3004667 40.0004238, 116.3005058 40.0004512, 116.3005648 40.0005313, 116.300287 40.002892, 116.3008438 40.0029376, 116.3008159 40.0031381, 116.300805 40.0032561, 116.3006792 40.0037877, 116.3004426 40.0037653, 116.3002895 40.0046954, 116.2994102 40.0046105, 116.2993369 40.0045954, 116.2983991 40.0045143, 116.2979458 40.0044741, 116.2975085 40.0044359, 116.2973126 40.0044206, 116.2952371 40.0042064, 116.2953103 40.0036605, 116.2953259 40.0033649, 116.2954128 40.0028976, 116.2955617 40.0023402, 116.2956225 40.0019471, 116.2954415 40.0019157, 116.2954593 40.0018401, 116.2946757 40.0017855, 116.2946581 40.0017843, 116.2946458 40.0018507, 116.2862491 40.0011141, 116.2832936 40.0008545, 116.2816412 40.0119641))"
坡峰岭风景区,3A,坡峰岭风景区,park,landuse,1.0,0.0,OSM_MATCH,"POLYGON ((115.8264849 39.703724, 115.8271247 39.7044354, 115.82811 39.7039396, 115.829511 39.7035803, 115.8321454 39.7031376, 115.8352932 39.7017741, 115.8353643 39.7017295, 115.8381047 39.7000123, 115.8400683 39.6976181, 115.8405906 39.6961224, 115.8391582 39.6950726, 115.8383133 39.6944608, 115.8378654 39.693655, 115.8348601 39.6941628, 115.8323288 39.6969331, 115.8277687 39.6989812, 115.8268754 39.7015721, 115.8264849 39.703724))"
天坛公园,5A,天坛公园,park,landuse,1.0,0.0,OSM_MATCH,"POLYGON ((116.3941455 39.8826783, 116.3941519 39.8827055, 116.3942099 39.8829504, 116.3942634 39.8831877, 116.3942964 39.8833327, 116.3943801 39.8836522, 116.3945114 39.8839612, 116.3946838 39.884255, 116.3948079 39.8844729, 116.394979 39.8847099, 116.3951951 39.8849622, 116.395469 39.8852431, 116.3969174 39.8853408, 116.396941 39.8853984, 116.3968943 39.8859864, 116.397199 39.8860848, 116.3980129 39.8862803, 116.3987283 39.8864124, 116.3994288 39.8865053, 116.3998477 39.886547, 116.400297 39.886571, 116.4011759 39.8866046, 116.4022119 39.8866373, 116.4060558 39.8867319, 116.4060828 39.886733, 116.4062131 39.8867379, 116.4063786 39.8867441, 116.406676 39.8867552, 116.4086483 39.8868246, 116.4090701 39.8868254, 116.4095082 39.8867942, 116.409862 39.886755, 116.4102185 39.8866984, 116.4106394 39.886573, 116.4112022 39.8864048, 116.4116808 39.8862116, 116.4120415 39.8860111, 116.4123848 39.8857815, 116.4126495 39.8855324, 116.4128582 39.8853175, 116.4130556 39.8850993, 116.4132553 39.8848339, 116.4133926 39.8846357, 116.4135701 39.884347, 116.4136915 39.8841217, 116.4137897 39.8838838, 116.4139015 39.8835458, 116.4139765 39.8832573, 116.4140932 39.8827414, 116.4141092 39.882667, 116.4141261 39.8826069, 116.4141635 39.8824743, 116.4141663 39.8824642, 116.4141963 39.8823241, 116.4142112 39.8822059, 116.4142197 39.8821377, 116.4134748 39.8821217, 116.4134765 39.8820719, 116.4135033 39.8812593, 116.4135088 39.8811274, 116.4128966 39.8811156, 116.4128906 39.8813001, 116.4117298 39.8812775, 116.4114342 39.8812769, 116.4114561 39.8809367, 116.4114673 39.8802469, 116.4114736 39.8800392, 116.4115235 39.8790916, 116.4115623 39.8782922, 116.4116347 39.8770956, 116.4118612 39.8739288, 116.4118726 39.87371, 116.4118905 39.8733686, 116.4117077 39.8733627, 116.4072918 39.873221, 116.4072415 39.8732191, 116.4071536 39.8732164, 116.4070721 39.8732139, 116.4069904 39.8732114, 116.4069327 39.8732091, 116.4000516 39.8729688, 116.3997804 39.872961, 116.3996884 39.8729584, 116.399668 39.8733306, 116.3996611 39.8735649, 116.399493 39.8767131, 116.3994693 39.8771146, 116.3966403 39.877023, 116.396592 39.8776775, 116.3994283 39.8777704, 116.3993458 39.8792764, 116.3943327 39.8791901, 116.3943126 39.8795076, 116.394309 39.8795745, 116.3943049 39.8796488, 116.3943009 39.8797229, 116.3942677 39.8797741, 116.3942299 39.8807573, 116.3942113 39.8811817, 116.3941455 39.8826783))"
宋庆龄故居景区,3A,宋庆龄故居,museum,poi,1.0,0.0,OSM_MATCH,"POLYGON ((116.3756155 39.9439514, 116.3756893 39.9440537, 116.3757948 39.9442032, 116.3762033 39.9447787, 116.3763607 39.9450005, 116.3764575 39.9451366, 116.3765936 39.945328, 116.3772162 39.9450274, 116.3773247 39.944975, 116.3779439 39.9446879, 116.378226 39.9445491, 116.3773797 39.9432854, 116.3773129 39.9431974, 116.3772099 39.9432434, 116.3771695 39.9432651, 116.3771559 39.943273, 116.3760259 39.9437774, 116.3756155 39.9439514))"
